gauge_id,q_mean,runoff_ratio,slope_fdc,baseflow_index,stream_elas,q5,q95,high_q_freq,high_q_dur,low_q_freq,low_q_dur,zero_q_freq,hfd_mean
6043500,0.938994,0.427139,0.759609,0.678758,0.97586,0.276916,3.586062,10.9,6.228571,0.05,1.0,0.0,246.25
6803510,0.273279,0.129828,0.718467,0.409176,1.834877,0.043195,0.518342,8.95,1.657407,40.0,6.349206,0.0,219.7
12147500,8.301802,1.038589,1.414773,0.627931,0.723173,1.379156,20.706366,1.9,1.151515,31.45,10.483333,0.0,140.7
2299950,1.189068,0.30006,1.001783,0.353297,1.473667,0.05756,5.430283,39.3,4.115183,156.85,16.865591,0.0,263.75
2327100,1.55017,0.371886,1.764021,0.338497,2.079626,0.016243,6.432277,40.9,7.175439,169.2,26.4375,0.0,198.25
11264500,1.940977,0.73511,1.621302,0.564777,1.260407,0.034504,9.096631,41.85,12.492537,149.3,47.396825,0.0,232.3
1510000,1.900061,0.548787,1.762527,0.504189,1.321721,0.127762,6.311435,9.2,2.021978,79.1,16.652632,0.0,164.0
11481200,2.958831,0.678144,1.545245,0.443372,1.435321,0.090528,12.692481,39.65,4.005051,161.0,32.525253,0.0,132.8
1170100,2.171761,0.557636,1.595363,0.536997,1.433915,0.210379,7.203209,6.7,1.696203,62.15,9.207407,0.0,174.25
1440000,1.797091,0.506238,1.648028,0.589172,0.95312,0.16046,5.219322,3.6,1.636364,56.4,15.887324,0.0,159.85
11162500,0.882343,0.327767,0.756343,0.400733,2.334437,0.024698,3.844707,45.2,9.22449,196.15,35.663636,0.0,136.9
3066000,2.430374,0.581602,1.834766,0.479959,1.275785,0.14276,8.445896,6.211198,1.787879,78.79799,10.692857,0.0,161.947368
2152100,1.302559,0.345189,1.175151,0.654845,2.619208,0.252566,3.340186,4.1,1.261538,18.35,7.057692,0.0,172.8
13240000,2.579808,0.79202,0.915443,0.53089,1.273825,0.194838,12.956699,54.1,14.821918,148.85,21.729927,0.0,235.4
9430600,0.390909,0.246025,1.065152,0.419681,2.709749,0.0,1.669404,53.25,12.383721,187.75,22.620482,0.091581,181.35
12054000,5.9004,1.03249,1.449134,0.600843,1.078078,0.940552,16.388408,3.25,1.413043,35.55,13.166667,0.0,150.25
2046000,0.856972,0.262162,1.679152,0.442151,2.297505,0.015264,3.059491,15.75,2.423077,122.95,19.830645,0.000411,164.9
7142300,0.019338,0.010703,1.959085,0.612135,2.780577,0.0,0.048395,7.55,3.282609,122.95,39.031746,0.132786,204.1
7195800,1.011695,0.288715,0.862588,0.529321,2.132385,0.185589,2.87983,8.65,2.982759,21.3,7.344828,0.002738,179.9
1052500,2.405105,0.644652,1.301062,0.4597,1.025555,0.305965,8.669019,14.1,2.517857,58.9,7.31677,0.0,197.2
1137500,2.379463,0.597226,1.390544,0.54171,1.406601,0.481715,7.501904,8.25,1.617647,17.3,7.061224,0.0,189.15
11274500,0.127311,0.105525,0.0,0.230284,3.717805,0.0,0.415091,103.65,74.035714,293.85,150.692308,0.716222,144.473684
3455500,3.300741,0.569036,1.323965,0.626332,1.53017,0.603679,8.64602,3.55,1.245614,21.55,7.696429,0.0,164.2
2125000,0.961206,0.297263,1.093865,0.27195,3.541405,0.0,3.652515,38.85,2.707317,184.55,18.736041,0.062834,153.0
11151300,0.065998,0.049519,0.375664,0.292396,2.527362,0.000129,0.21319,48.55,10.788889,254.45,57.179775,0.01191,137.25
2297310,0.926554,0.241186,1.15091,0.423763,3.09362,0.012502,4.021908,52.4,12.626506,182.6,31.482759,0.005202,268.0
1632900,0.799203,0.274819,1.476377,0.592229,2.658133,0.119808,2.416124,8.1,1.883721,46.1,11.525,0.0,172.5
5593575,0.875231,0.295245,0.412505,0.134469,2.159504,0.003372,4.495935,58.4,2.994872,250.95,13.826446,0.005339,173.65
3500000,2.502089,0.48163,1.329172,0.731154,1.890912,0.596164,5.826148,0.7,1.272727,7.9,6.869565,0.0,168.8
2481000,1.8886,0.394145,1.323072,0.326058,1.830671,0.047119,7.967102,27.45,2.418502,144.45,13.191781,0.0,165.15
2053800,0.968322,0.299971,1.554627,0.599848,1.865157,0.156876,2.605892,5.8,1.757576,34.4,8.6,0.0,175.5
9480000,0.032469,0.022747,0.535046,0.321295,0.84378,0.0,0.080261,29.6,7.789474,191.3,30.608,0.058316,212.3
3187500,2.650263,0.641024,1.901713,0.470847,1.161447,0.076673,8.894065,5.9,1.340909,87.6,11.159236,0.0,160.3
7346045,0.900645,0.251435,2.135349,0.492232,2.687698,0.0,3.461282,18.8,5.69697,132.7,31.223529,0.052841,159.3
1440400,2.069011,0.551244,1.587846,0.562587,1.147147,0.195491,6.130053,4.45,1.854167,59.85,14.9625,0.0,156.1
3456500,2.598693,0.542821,1.389791,0.636631,1.996365,0.440065,6.747656,3.3,1.434783,26.65,8.737705,0.0,167.3
3439000,3.163232,0.568858,1.180605,0.720916,1.375628,0.876369,7.199918,1.35,1.227273,2.15,6.142857,0.0,168.95
5556500,0.856223,0.307647,1.765737,0.481961,2.743084,0.017922,2.966368,12.7,2.419048,118.9,24.770833,0.0,198.6
1580000,1.3053,0.380362,1.231863,0.715801,1.106159,0.350412,3.023554,2.3,1.210526,6.6,12.0,0.0,171.95
2065500,0.936285,0.298859,1.254,0.615706,1.732537,0.164668,2.363467,5.4,1.770492,21.9,12.166667,0.000137,167.9
6453600,0.117706,0.068527,1.408744,0.495839,3.398039,0.001164,0.420294,20.65,5.657534,127.3,38.0,0.009993,213.35
12144000,6.442571,0.893444,1.555454,0.649029,0.997027,1.374023,15.952637,1.85,1.48,12.9,8.896552,0.0,162.2
12010000,7.19687,0.907785,1.767878,0.504303,1.19131,0.49902,26.843845,13.8,2.37931,104.85,23.3,0.0,113.05
6339500,0.040497,0.035637,0.415622,0.249938,2.56785,0.000511,0.131144,35.75,8.9375,223.3,38.834783,0.002738,198.15
12025000,3.191926,0.677982,1.971278,0.538073,1.22636,0.235654,11.480597,11.95,2.39,110.95,25.802326,0.0,122.3
3159540,1.098823,0.349307,1.542482,0.343457,1.716372,0.010376,4.619105,27.15,2.072519,151.55,15.00495,0.003422,162.2
6853800,0.105075,0.053999,1.244933,0.402947,2.549376,0.000166,0.261497,21.2,4.510638,165.15,33.363636,0.035181,217.1
9505200,0.244037,0.145659,0.106343,0.407459,1.890732,0.050528,1.032823,27.95,6.425287,9.65,12.866667,0.0,167.15
2314500,0.597203,0.163531,1.949279,0.585453,2.392996,0.008837,2.363983,25.75,22.391304,142.65,66.348837,0.0,180.9
6450500,0.098504,0.066945,1.025188,0.715383,1.457848,0.03392,0.226134,2.1,1.826087,0.55,1.375,0.0,188.35
3384450,1.333124,0.3633,1.155992,0.268367,2.89768,0.00044,5.459828,43.75,2.887789,190.3,22.790419,0.041889,156.75
2118500,1.135589,0.324666,1.141002,0.651345,2.453591,0.244334,2.820834,4.35,1.380952,14.45,7.810811,0.0,172.3
3364500,1.203781,0.359483,1.402741,0.350016,1.805826,0.001651,4.536314,21.5,1.945701,133.25,19.172662,0.037098,169.5
14309500,2.4577,0.493734,1.68989,0.459455,1.220096,0.057651,10.203129,41.1,4.835294,165.55,41.911392,0.0,125.55
2014000,1.065665,0.341059,1.735839,0.542675,1.70538,0.14182,3.366677,9.3,2.214286,75.1,12.112903,0.0,173.0
3280700,1.330014,0.333289,1.691096,0.411989,2.071707,0.04175,4.592548,17.45,2.208861,130.9,10.642276,0.0,165.65
6404000,0.160844,0.104388,1.214348,0.488509,4.076702,0.000645,0.560764,22.65,7.42623,138.1,21.410853,0.038741,228.05
5466500,0.822519,0.301242,1.612411,0.523851,2.058313,0.048865,3.123098,16.5,3.235294,101.95,21.020619,0.0,201.75
2053200,0.858214,0.257418,1.938923,0.38927,2.290285,0.009641,3.478341,34.15,6.696078,154.25,21.725352,0.0,174.95
2479155,1.500288,0.338751,1.259885,0.389459,1.783361,0.133663,5.203963,19.5,2.0,108.95,10.327014,0.0,156.7
6876700,0.159939,0.0778,0.636229,0.347243,3.671326,0.001899,0.574335,33.3,7.010526,187.6,27.792593,0.0,227.55
8066300,0.927332,0.233218,1.104691,0.427237,2.501158,0.102055,3.749243,23.9,4.016807,104.6,15.15942,0.0,146.0
7149000,0.18495,0.093607,0.909769,0.592456,1.806416,0.014949,0.526432,7.65,2.15493,47.8,18.037736,0.00219,194.55
12013500,4.651822,0.676635,1.942768,0.500324,1.392237,0.202861,17.895234,16.45,2.990909,127.45,32.265823,0.0,115.85
5062500,0.336318,0.17831,1.35541,0.579243,2.115157,0.022361,1.209541,13.203615,8.0,73.070005,39.486486,0.0,218.4
3144000,1.10331,0.36843,1.682641,0.425829,2.256627,0.055205,4.004356,17.35,1.938547,118.6,14.552147,0.0,174.9
4213000,1.639385,0.503043,1.628958,0.373443,1.264458,0.044063,6.98561,23.05,2.058036,128.85,14.982558,0.0,145.3
3049000,1.277236,0.387928,1.836545,0.476525,1.231362,0.067818,4.49241,9.95,1.809091,97.45,11.812121,0.0,159.05
12092000,5.41986,0.74505,1.186867,0.694987,0.477866,1.899326,11.375642,0.6,1.333333,0.65,2.6,0.0,195.55
9484000,0.479877,0.306728,0.652859,0.285504,1.993416,0.0,2.100774,98.45,12.703226,236.55,29.02454,0.321424,196.55
5408000,0.673445,0.270849,0.654786,0.76791,0.385612,0.354921,1.308948,1.55,1.291667,0.0,0.0,0.0,200.1
6350000,0.044803,0.041563,0.341745,0.252461,1.861888,0.001532,0.101054,27.85,10.711538,223.95,46.65625,0.001369,201.8
13338500,0.726262,0.312258,1.537814,0.652414,1.618504,0.113155,2.562155,13.75,6.395349,48.1,7.950413,0.0,219.65
8109700,0.296239,0.112304,0.512732,0.24724,2.98744,0.0,1.085888,33.5,5.275591,204.9,21.568421,0.076386,152.5
2070000,1.157907,0.350843,1.01741,0.682371,1.909148,0.334516,2.70144,3.85,1.222222,7.6,10.857143,0.0,177.5
7299670,0.101726,0.05738,0.703856,0.454826,1.754611,0.02162,0.156536,7.0,2.028986,16.15,11.962963,0.0,216.15
2245500,0.889769,0.236893,1.171785,0.443287,2.201206,0.084261,3.117641,15.3,3.029703,79.55,12.527559,0.0,210.2
4056500,1.101841,0.459863,1.050672,0.714606,1.023995,0.382863,2.956597,0.6,6.0,0.0,0.0,0.0,189.6
12175500,5.718302,1.046972,2.073894,0.671256,0.456283,1.125807,15.082242,0.65,1.181818,19.35,7.74,0.0,251.2
1055000,2.279897,0.652484,1.349312,0.438132,1.366587,0.185465,8.441584,16.25,2.056962,83.6,8.941176,0.0,186.05
3015500,2.048934,0.569292,1.728866,0.484368,1.478056,0.180801,7.169681,7.85,2.093333,76.9,12.304,0.0,148.65
9497980,0.133707,0.08139,0.321877,0.406599,2.400252,0.013729,0.462994,29.65,7.701299,157.45,20.993333,0.0,163.95
3488000,1.231176,0.376022,1.777133,0.530133,1.841591,0.135401,3.896174,7.85,1.744444,78.9,15.028571,0.0,166.4
1544500,1.634217,0.485865,1.763243,0.485231,1.039989,0.075797,5.65029,8.45,2.315068,91.15,15.319328,0.0,160.6
2081500,0.842319,0.25786,1.294463,0.320793,1.351502,0.004683,3.220065,28.55,2.187739,157.4,17.586592,0.006571,159.7
1013500,1.699155,0.543437,1.528219,0.585226,1.845324,0.241106,6.373021,6.1,8.714286,41.35,20.170732,0.0,207.25
2369800,1.55132,0.335796,1.323376,0.542232,1.444545,0.314008,4.213302,5.7,2.0,15.9,6.913043,0.0,169.25
6352000,0.052165,0.04761,0.364716,0.236326,1.940235,0.000407,0.135748,38.05,15.854167,253.65,58.988372,0.020945,198.5
9497800,0.136498,0.08938,0.506357,0.543237,2.265714,0.02737,0.423587,14.3,3.25,17.8,11.866667,0.0,190.0
2111500,1.368028,0.381828,1.252446,0.724851,2.074367,0.366473,3.088846,1.8,1.125,5.0,10.0,0.0,176.0
2074500,0.967302,0.295725,0.9563,0.587705,3.563781,0.220466,2.235183,6.3,1.3125,12.25,8.75,0.0,172.5
6188000,1.350247,0.599379,0.675919,0.522507,1.313038,0.127258,6.657002,58.25,25.326087,177.05,35.059406,0.0,244.3
2246000,0.954112,0.257644,1.188667,0.415783,2.255312,0.065089,3.296742,16.8,3.692308,87.9,13.119403,0.0,200.8
2450250,1.752473,0.397427,1.562789,0.37348,1.404334,0.040103,6.659143,26.95,2.49537,157.75,20.095541,0.0,143.75
5362000,0.826513,0.35044,1.129386,0.417671,1.255497,0.074526,3.395054,25.35,5.393617,100.25,16.570248,0.0,201.75
9494000,0.248716,0.145504,0.988595,0.631232,2.303598,0.025544,1.004938,27.7,9.081967,70.75,11.41129,0.0,197.5
2069700,1.31641,0.373703,1.247963,0.715195,1.815425,0.365111,3.097911,2.2,1.189189,4.4,5.5,0.0,178.85
7373000,1.170816,0.275909,0.965425,0.466626,1.564381,0.205156,3.450347,13.101794,1.712418,25.403478,7.69697,0.0,148.95
5291000,0.218208,0.125753,0.778985,0.414744,3.15775,0.007713,0.852158,32.8,8.746667,153.0,32.210526,0.0,209.45
12411000,1.90886,0.560409,1.650493,0.572052,1.443502,0.219985,7.389252,20.25,5.25974,107.55,21.51,0.0,191.45
6406000,0.115859,0.081125,2.082473,0.700473,3.083834,0.008971,0.325208,12.35,9.148148,107.65,32.134328,0.0,214.65
2415000,1.474157,0.363529,1.535234,0.559165,2.059008,0.09958,4.600586,7.4,1.525773,73.6,13.886792,0.0,162.85
5458000,0.732935,0.285424,1.328289,0.495878,1.465315,0.075593,2.512846,16.15,3.629213,78.3,14.236364,0.0,224.4
7196900,1.202811,0.324763,1.477917,0.371447,1.511032,0.017484,4.021264,23.2,2.331658,150.15,21.297872,0.006845,171.05
6814000,0.4213,0.175498,0.806131,0.280142,3.34727,0.004113,1.380554,35.65,3.65641,194.15,21.453039,0.001232,225.95
3050000,1.895418,0.489377,1.854232,0.427852,1.698455,0.033137,6.677636,12.0,1.6,110.8,12.10929,0.0,164.55
9510200,0.15151,0.123445,0.097795,0.255287,2.411722,0.0,0.533828,123.7,24.74,284.6,61.204301,0.17755,194.2
14216500,6.047002,0.826949,2.216918,0.632096,1.144233,0.860977,17.009552,2.35,1.740741,62.25,20.409836,0.0,153.85
5525500,0.976714,0.343117,1.460794,0.382011,1.93888,0.021114,4.053838,23.45,3.448529,128.35,22.321739,0.0,181.4
7145700,0.567355,0.225991,0.398745,0.163269,2.256618,0.006058,2.342485,37.65,2.929961,237.4,18.474708,0.0,224.15
1634500,0.990485,0.332469,1.492594,0.48244,2.881623,0.085266,3.3921,14.55,2.346774,106.55,12.389535,0.0,171.4
7261000,1.349054,0.359831,1.750467,0.397953,2.288746,0.000439,5.447323,31.3,3.458564,158.9,30.557692,0.034908,150.9
3238500,1.273979,0.391668,0.890576,0.206289,1.382752,0.001041,6.265988,43.5,2.202532,195.15,13.185811,0.042574,166.35
12082500,5.488329,0.777203,1.126988,0.694124,0.915336,1.782505,12.162976,1.25,1.5625,2.05,4.555556,0.0,177.0
1031500,2.030242,0.576289,1.494019,0.445091,1.648693,0.111345,8.010503,18.9,3.286957,94.8,14.697674,0.0,181.0
1435000,2.967315,0.687252,1.31836,0.540275,1.246484,0.383031,8.71041,6.15,1.413793,39.3,11.391304,0.0,165.3
2015700,1.35546,0.424175,1.437309,0.559092,1.623718,0.282881,3.977475,8.15,1.752688,11.9,7.0,0.0,171.05
2350900,0.950617,0.261459,1.668211,0.622683,1.911899,0.134774,2.813763,3.15,3.0,43.35,11.716216,0.0,162.3
11383500,1.479164,0.419275,1.207133,0.625815,1.546298,0.326343,4.895145,12.75,3.148148,10.0,25.0,0.0,155.9
3170000,1.074246,0.323361,1.441713,0.702219,1.146727,0.277096,2.468004,1.9,1.1875,6.85,5.956522,0.0,175.95
2464000,1.540819,0.360652,1.512624,0.390037,1.438725,0.020285,6.076926,24.65,2.240909,139.35,17.310559,0.0,145.45
11266500,1.949225,0.712535,1.696753,0.57604,1.349112,0.049925,8.898454,41.75,13.688525,152.6,57.584906,0.0,226.95
12451000,4.193447,0.936999,1.689379,0.660177,0.92675,0.645076,13.814639,4.0,2.857143,40.15,14.087719,0.0,239.15
9505800,0.213709,0.121011,0.112829,0.454507,1.87202,0.0557,0.726485,20.85,6.619048,0.0,0.0,0.0,164.5
11523200,2.652417,0.904514,2.22624,0.587634,1.323194,0.185279,9.953948,25.1,6.121951,139.5,34.444444,0.0,190.75
1583500,1.099419,0.337025,1.211525,0.730657,1.049054,0.298267,2.496025,1.6,1.032258,8.6,9.555556,0.0,170.7
3473000,1.453654,0.415811,1.648303,0.627685,1.594112,0.280567,3.927938,2.95,1.594595,22.05,7.112903,0.0,171.95
3070500,2.032041,0.549169,2.002723,0.463491,1.551285,0.070932,7.187744,9.7,1.469697,105.55,12.417647,0.0,156.4
5413500,0.687564,0.259327,0.837403,0.77314,0.82676,0.270931,1.551695,1.7,1.416667,0.0,0.0,0.0,199.1
2082950,0.830137,0.2544,1.589092,0.453919,1.891419,0.027606,2.929414,14.45,2.38843,106.95,15.5,0.0,173.35
1169000,2.236963,0.570484,1.494461,0.511888,1.081513,0.212155,7.446653,8.25,1.666667,65.2,9.381295,0.0,174.05
6911900,0.57826,0.216952,0.730603,0.203667,2.850267,0.0,1.786553,44.65,3.434615,213.7,22.978495,0.095825,208.9
8103900,0.330651,0.135238,0.808236,0.405871,2.803158,0.0,1.337082,111.9,21.728155,229.6,45.019608,0.385489,195.05
5131500,0.577358,0.289185,1.639404,0.515257,1.134472,0.046995,2.28834,19.45,7.203704,102.55,41.857143,0.0,216.55
7335700,2.116558,0.499744,1.652873,0.321584,1.952916,0.0,7.251233,24.25,2.487179,155.35,23.360902,0.097604,155.35
2128000,0.944218,0.291364,1.320702,0.402625,1.819386,0.022365,3.0864,15.1,1.581152,114.25,12.694444,0.000821,161.25
11468500,1.782064,0.497383,0.958272,0.389545,1.988214,0.029519,8.800194,58.2,10.034483,199.2,52.421053,0.0,135.25
1639500,1.140667,0.352794,1.386617,0.563521,1.703916,0.15567,3.596882,8.1,1.372881,39.0,9.75,0.0,160.7
9505350,0.23581,0.147837,0.0,0.237642,2.361158,0.0,1.236469,111.0,21.764706,304.6,55.381818,0.696099,188.85
2013000,0.977042,0.321789,1.536265,0.455219,1.601095,0.086394,3.444259,18.2,2.348387,112.95,18.072,0.0,168.55
9484600,0.011895,0.009415,0.343444,0.222636,1.610588,0.000332,0.033185,29.25,3.75,239.9,26.362637,0.000548,246.85
14222500,5.294574,0.718131,2.135714,0.559949,1.148879,0.362579,17.298027,4.55,1.82,103.0,26.753247,0.0,127.05
12056500,8.704758,1.244477,1.388733,0.57841,0.757071,0.982159,25.636023,4.0,1.538462,53.25,16.904762,0.0,135.55
8082700,0.070745,0.038718,0.0,0.042225,3.281876,0.0,0.084022,102.75,14.075342,326.8,45.706294,0.718686,241.5
2143000,1.403701,0.378918,1.218824,0.664091,1.959431,0.282293,3.410097,3.65,1.327273,16.8,7.304348,0.0,166.65
7315200,0.146243,0.065521,0.046489,0.077193,3.765731,0.0,0.252647,109.9,19.280702,312.75,45.0,0.416564,197.75
1550000,1.672919,0.49645,1.742603,0.495114,1.563757,0.091879,5.566786,8.75,1.944444,82.7,14.016949,0.0,155.6
5495000,0.742618,0.272044,0.835555,0.242143,2.721984,0.005952,3.709566,48.2,3.918699,202.1,19.066038,0.0,213.45
7148400,0.118953,0.062293,1.445172,0.536771,1.300259,0.0025,0.39999,13.75,2.75,82.35,14.972727,0.0,203.9
7060710,0.767293,0.207573,0.959603,0.326313,2.058199,0.04403,2.54393,29.0,3.240223,154.5,14.507042,0.0,172.85
1423000,1.840688,0.496978,1.806986,0.52281,1.479675,0.105299,5.748747,5.15,1.907407,78.65,18.08046,0.0,162.2
6447000,0.048286,0.036771,1.147092,0.32969,1.973241,0.000286,0.203727,33.3,3.679558,150.8,14.857143,0.025873,222.35
3186500,2.532769,0.611347,1.891194,0.459918,1.132981,0.070649,8.682642,7.6,1.394495,92.55,11.789809,0.0,159.35
6903400,0.71603,0.258339,0.565646,0.187265,2.953357,0.000356,3.994451,58.3,5.091703,237.9,23.671642,0.019576,227.7
2371500,1.153419,0.290535,1.834661,0.523493,1.486906,0.064344,4.049901,10.1,3.960784,102.15,20.029412,0.0,164.7
5585000,0.705482,0.254981,1.264477,0.369835,2.84276,0.017504,3.544483,36.05,4.651613,148.4,21.664234,0.0,202.05
11381500,2.213014,0.641353,1.478447,0.688655,1.102042,0.63043,5.933288,4.3,1.72,0.0,0.0,0.0,167.15
14236200,5.469977,0.978564,2.056171,0.569259,1.316391,0.474418,17.417932,4.6,1.916667,92.35,23.987013,0.0,128.55
2051500,0.820122,0.25707,1.50591,0.469506,1.270925,0.051373,2.774148,13.9,1.878378,90.9,15.15,0.0,164.35
7376000,1.451488,0.316407,0.697644,0.464992,2.723804,0.315392,6.307833,21.1,3.907407,9.6,14.769231,0.0,159.95
1181000,2.151425,0.563935,1.485966,0.491212,1.264259,0.150713,7.292503,9.05,1.560345,73.8,11.44186,0.0,168.0
1030500,1.820108,0.555859,1.87111,0.508441,1.377505,0.107149,6.854887,12.25,7.205882,89.25,19.402174,0.0,184.9
14185000,4.277257,0.748864,2.33672,0.552044,1.37566,0.22961,13.616412,6.05,1.833333,110.8,36.933333,0.0,138.05
1543000,1.647945,0.486117,1.734499,0.448967,1.937804,0.058954,5.96472,11.6,2.209524,96.6,12.150943,0.0,159.8
3463300,3.06005,0.670285,1.296073,0.589692,1.99552,0.458079,7.979291,3.9,1.278689,34.75,9.928571,0.0,177.15
6353000,0.042584,0.037512,0.500005,0.268676,2.720723,0.0,0.128639,53.15,13.805195,249.3,47.942308,0.119918,201.15
6354000,0.049806,0.043759,0.575861,0.304448,2.270632,0.000113,0.161594,45.5,11.097561,227.8,41.045045,0.014374,202.1
4221000,1.310888,0.41281,1.807673,0.500683,1.441827,0.087973,4.398675,9.3,1.917526,89.5,13.664122,0.0,161.6
1413500,1.95934,0.511237,1.790485,0.530017,1.212596,0.132684,5.999619,5.5,2.075472,70.0,17.283951,0.0,162.5
2479300,1.771995,0.383668,1.256562,0.507678,1.63732,0.307907,6.607165,12.55,3.217949,34.0,10.625,0.0,162.4
2177000,2.916051,0.542574,1.365888,0.733193,2.145687,0.692957,6.780949,0.75,1.153846,9.15,8.318182,0.0,173.15
2469800,1.272995,0.310789,1.474314,0.423853,2.636882,0.057882,4.785721,20.45,2.493902,122.5,13.101604,0.0,156.15
5414000,0.730649,0.269882,0.975316,0.746326,1.707348,0.257333,1.741945,2.6,2.0,0.9,4.5,0.0,202.15
6878000,0.283434,0.127113,0.707482,0.345768,3.505925,0.017961,0.869703,22.8,3.081081,141.3,20.042553,0.0,228.45
2231000,0.760263,0.204403,1.416711,0.435578,2.58476,0.032185,2.865862,31.15,8.774648,146.65,26.1875,0.0,191.9
12141300,7.49715,0.938218,1.502388,0.565111,0.992957,1.041978,20.169274,3.789883,1.469388,41.162343,13.482759,0.0,161.421053
14154500,2.510963,0.542897,2.347132,0.49969,1.46218,0.085011,9.118562,14.45,2.470085,136.75,29.728261,0.0,135.75
3340800,1.071951,0.343885,1.372998,0.389667,2.070688,0.020522,3.776065,19.65,2.101604,128.8,23.0,0.0,168.45
6360500,0.060728,0.051152,0.447048,0.287935,4.107077,0.0,0.251328,68.5,12.685185,249.75,44.20354,0.146886,214.7
2479560,1.768435,0.380309,1.594108,0.494979,1.792171,0.196826,6.389261,11.8,3.6875,73.55,11.143939,0.0,159.1
6191500,1.14464,0.528979,1.059837,0.673644,1.26121,0.23443,4.428916,18.0,9.0,12.75,4.322034,0.0,249.7
14185900,6.001348,0.908166,2.181747,0.509256,1.361834,0.255839,21.111426,9.6,1.828571,116.25,33.695652,0.0,133.2
3173000,1.015847,0.336056,1.840312,0.540795,2.911241,0.129713,3.321916,9.7,1.979592,86.35,16.292453,0.0,170.9
2027500,1.845304,0.50342,1.726429,0.571559,0.757294,0.126951,5.454907,4.5,1.836735,74.1,13.59633,0.0,162.4
2196000,0.573991,0.172657,1.109698,0.323146,3.364533,0.006427,2.223559,32.0,2.735043,169.15,17.348718,0.0,152.55
2315500,0.592681,0.161613,1.751109,0.571319,3.049391,0.008772,2.598778,27.75,26.428571,148.05,63.0,0.0,179.7
5487980,0.706748,0.26316,0.855627,0.247968,1.949696,0.006929,3.048761,44.9,3.78903,203.9,20.912821,0.0,230.15
9430500,0.090138,0.069833,0.821655,0.5823,2.193725,0.014257,0.305508,11.85,4.836735,31.9,12.037736,0.0,178.9
4027000,0.849859,0.350686,0.988986,0.508959,1.532043,0.154058,3.020743,14.05,4.014286,25.2,11.2,0.0,195.7
3281100,,,,0.385868,,,,,,,,,
1666500,1.218049,0.380532,1.498177,0.587109,1.833381,0.147909,3.261396,4.2,1.423729,44.95,11.986667,0.0,169.15
2051000,0.736388,0.232236,1.355639,0.401018,2.354635,0.020273,2.534086,16.8,1.548387,114.15,13.273256,0.000684,163.2
13337000,2.158771,0.601611,1.39544,0.615921,1.159294,0.291818,8.172826,19.1,7.346154,69.75,10.568182,0.0,226.1
14182500,5.907253,0.950058,2.231385,0.532583,1.176517,0.255873,18.678754,5.3,1.65625,106.75,40.283019,0.0,130.55
1054200,2.731742,0.671663,1.319645,0.43705,1.357808,0.256851,10.095605,16.05,1.888235,82.2,9.963636,0.0,183.45
6921200,0.834181,0.258048,1.304496,0.292007,2.949071,0.000756,2.591577,36.7,2.98374,183.95,19.994565,0.026694,180.5
5495500,0.739617,0.268668,0.730574,0.197627,3.068135,0.002053,3.323124,48.85,3.267559,213.25,17.197581,0.0,201.2
1568000,1.423347,0.42747,1.686249,0.517278,1.786343,0.123613,4.624041,10.05,1.778761,85.4,12.28777,0.0,161.75
14325000,4.072283,0.646657,2.246135,0.480769,1.127976,0.104916,15.891946,23.8,3.216216,153.35,47.921875,0.0,125.9
2108000,1.125542,0.295389,1.771086,0.500015,1.952892,0.045206,3.660167,8.65,5.766667,92.7,16.121739,0.0,175.45
6601000,0.356558,0.168585,1.293204,0.685294,2.578096,0.076082,0.787991,2.85,1.583333,17.5,10.9375,0.0,220.6
6921070,0.961355,0.296574,1.34197,0.353497,2.408415,0.024033,3.429237,27.5,2.736318,160.75,24.172932,0.0,185.3
5584500,0.737105,0.266062,1.388001,0.374413,2.716986,0.011687,3.1021,29.3,3.6625,147.85,22.922481,0.0,199.3
3180500,2.018277,0.533537,1.948141,0.473179,1.67443,0.070336,6.991026,8.5,1.827957,98.25,11.164773,0.0,163.55
2422500,1.249438,0.31251,1.304741,0.572971,1.654006,0.21333,3.700819,7.9,1.59596,29.2,10.245614,0.0,160.15
7375000,1.543044,0.33458,0.674412,0.465968,2.151829,0.343413,5.251282,15.85,2.577236,10.95,9.521739,0.0,163.2
8025500,1.084012,0.271291,0.964235,0.281556,2.218693,0.026189,5.156064,40.15,3.318182,186.85,18.140777,0.0,143.65
3346000,0.99725,0.318291,0.930783,0.231647,2.249075,0.003904,4.925044,41.65,3.00722,186.85,16.909502,0.0,174.4
6919500,0.791486,0.238616,1.086112,0.281591,2.441593,0.000526,3.289798,49.85,4.353712,196.0,28.201439,0.018617,193.9
6892000,0.631079,0.227417,0.763326,0.237709,1.629986,0.004254,2.776332,39.45,3.400862,198.05,18.337963,0.0,214.55
9513780,0.159238,0.134936,0.018364,0.154235,2.940683,0.0,0.330861,133.1,43.639344,302.2,71.952381,0.635592,176.2
13340600,2.442704,0.64716,1.471492,0.661433,1.142151,0.494622,8.095399,7.45,5.730769,16.5,4.782609,0.0,218.35
6847900,0.012181,0.007731,1.505601,0.452949,1.235877,0.0,0.022297,7.6,3.102041,130.6,25.861386,0.134018,204.65
6885500,0.440636,0.180177,0.554054,0.266185,3.292113,0.008057,1.594727,35.25,3.357143,206.2,18.576577,0.0,218.9
